mOTU2.0_cluster	mOTU2.0_cluster_name	mOTU2.0_cluster_id	Anaerobic	Aerotolerant	Facultative_aerobic	Microaerophilic	Aerobic
unknown Flavobacteriaceae [meta_mOTU_v2_7538]	unknown Flavobacteriaceae 	meta_mOTU_v2_7538	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7540]	unknown Flavobacteriaceae 	meta_mOTU_v2_7540	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7622]	unknown Flavobacteriaceae 	meta_mOTU_v2_7622	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7624]	unknown Flavobacteriaceae 	meta_mOTU_v2_7624	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7632]	unknown Flavobacteriaceae 	meta_mOTU_v2_7632	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7675]	unknown Flavobacteriaceae 	meta_mOTU_v2_7675	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7683]	unknown Flavobacteriaceae 	meta_mOTU_v2_7683	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7706]	unknown Flavobacteriaceae 	meta_mOTU_v2_7706	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7734]	unknown Flavobacteriaceae 	meta_mOTU_v2_7734	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7738]	unknown Flavobacteriaceae 	meta_mOTU_v2_7738	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7763]	unknown Flavobacteriaceae 	meta_mOTU_v2_7763	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7764]	unknown Flavobacteriaceae 	meta_mOTU_v2_7764	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7785]	unknown Flavobacteriaceae 	meta_mOTU_v2_7785	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_5400]	unknown Flavobacteriales 	meta_mOTU_v2_5400	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_5678]	unknown Flavobacteriales 	meta_mOTU_v2_5678	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_5878]	unknown Flavobacteriales 	meta_mOTU_v2_5878	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6115]	unknown Flavobacteriales 	meta_mOTU_v2_6115	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6196]	unknown Flavobacteriales 	meta_mOTU_v2_6196	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6485]	unknown Flavobacteriales 	meta_mOTU_v2_6485	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6698]	unknown Flavobacteriales 	meta_mOTU_v2_6698	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6738]	unknown Flavobacteriales 	meta_mOTU_v2_6738	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6783]	unknown Flavobacteriales 	meta_mOTU_v2_6783	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_6817]	unknown Flavobacteriales 	meta_mOTU_v2_6817	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_7106]	unknown Flavobacteriales 	meta_mOTU_v2_7106	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_7131]	unknown Flavobacteriales 	meta_mOTU_v2_7131	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_7309]	unknown Flavobacteriales 	meta_mOTU_v2_7309	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_7366]	unknown Flavobacteriales 	meta_mOTU_v2_7366	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriales [meta_mOTU_v2_7489]	unknown Flavobacteriales 	meta_mOTU_v2_7489	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriia [meta_mOTU_v2_6391]	unknown Flavobacteriia 	meta_mOTU_v2_6391	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriia [meta_mOTU_v2_6771]	unknown Flavobacteriia 	meta_mOTU_v2_6771	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriia [meta_mOTU_v2_7732]	unknown Flavobacteriia 	meta_mOTU_v2_7732	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Fusobacteria [meta_mOTU_v2_7776]	unknown Fusobacteria 	meta_mOTU_v2_7776	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Fusobacteriaceae [meta_mOTU_v2_7742]	unknown Fusobacteriaceae 	meta_mOTU_v2_7742	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Fusobacterium [meta_mOTU_v2_5746]	unknown Fusobacterium 	meta_mOTU_v2_5746	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Fusobacterium [meta_mOTU_v2_6256]	unknown Fusobacterium 	meta_mOTU_v2_6256	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Fusobacterium [meta_mOTU_v2_6894]	unknown Fusobacterium 	meta_mOTU_v2_6894	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Fusobacterium [meta_mOTU_v2_7372]	unknown Fusobacterium 	meta_mOTU_v2_7372	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5316]	unknown Gammaproteobacteria 	meta_mOTU_v2_5316	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5320]	unknown Gammaproteobacteria 	meta_mOTU_v2_5320	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5325]	unknown Gammaproteobacteria 	meta_mOTU_v2_5325	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5332]	unknown Gammaproteobacteria 	meta_mOTU_v2_5332	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5368]	unknown Gammaproteobacteria 	meta_mOTU_v2_5368	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5371]	unknown Gammaproteobacteria 	meta_mOTU_v2_5371	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5403]	unknown Gammaproteobacteria 	meta_mOTU_v2_5403	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5410]	unknown Gammaproteobacteria 	meta_mOTU_v2_5410	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5414]	unknown Gammaproteobacteria 	meta_mOTU_v2_5414	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5419]	unknown Gammaproteobacteria 	meta_mOTU_v2_5419	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5424]	unknown Gammaproteobacteria 	meta_mOTU_v2_5424	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5468]	unknown Gammaproteobacteria 	meta_mOTU_v2_5468	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5469]	unknown Gammaproteobacteria 	meta_mOTU_v2_5469	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5494]	unknown Gammaproteobacteria 	meta_mOTU_v2_5494	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5495]	unknown Gammaproteobacteria 	meta_mOTU_v2_5495	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5497]	unknown Gammaproteobacteria 	meta_mOTU_v2_5497	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5506]	unknown Gammaproteobacteria 	meta_mOTU_v2_5506	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5527]	unknown Gammaproteobacteria 	meta_mOTU_v2_5527	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5528]	unknown Gammaproteobacteria 	meta_mOTU_v2_5528	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5529]	unknown Gammaproteobacteria 	meta_mOTU_v2_5529	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5548]	unknown Gammaproteobacteria 	meta_mOTU_v2_5548	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5549]	unknown Gammaproteobacteria 	meta_mOTU_v2_5549	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5551]	unknown Gammaproteobacteria 	meta_mOTU_v2_5551	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5586]	unknown Gammaproteobacteria 	meta_mOTU_v2_5586	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5593]	unknown Gammaproteobacteria 	meta_mOTU_v2_5593	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5612]	unknown Gammaproteobacteria 	meta_mOTU_v2_5612	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5617]	unknown Gammaproteobacteria 	meta_mOTU_v2_5617	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5627]	unknown Gammaproteobacteria 	meta_mOTU_v2_5627	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5644]	unknown Gammaproteobacteria 	meta_mOTU_v2_5644	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5646]	unknown Gammaproteobacteria 	meta_mOTU_v2_5646	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5648]	unknown Gammaproteobacteria 	meta_mOTU_v2_5648	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5671]	unknown Gammaproteobacteria 	meta_mOTU_v2_5671	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5688]	unknown Gammaproteobacteria 	meta_mOTU_v2_5688	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5705]	unknown Gammaproteobacteria 	meta_mOTU_v2_5705	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5733]	unknown Gammaproteobacteria 	meta_mOTU_v2_5733	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5770]	unknown Gammaproteobacteria 	meta_mOTU_v2_5770	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5772]	unknown Gammaproteobacteria 	meta_mOTU_v2_5772	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5774]	unknown Gammaproteobacteria 	meta_mOTU_v2_5774	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5778]	unknown Gammaproteobacteria 	meta_mOTU_v2_5778	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5835]	unknown Gammaproteobacteria 	meta_mOTU_v2_5835	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5846]	unknown Gammaproteobacteria 	meta_mOTU_v2_5846	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5855]	unknown Gammaproteobacteria 	meta_mOTU_v2_5855	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5879]	unknown Gammaproteobacteria 	meta_mOTU_v2_5879	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5884]	unknown Gammaproteobacteria 	meta_mOTU_v2_5884	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5899]	unknown Gammaproteobacteria 	meta_mOTU_v2_5899	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5909]	unknown Gammaproteobacteria 	meta_mOTU_v2_5909	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5926]	unknown Gammaproteobacteria 	meta_mOTU_v2_5926	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5928]	unknown Gammaproteobacteria 	meta_mOTU_v2_5928	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5973]	unknown Gammaproteobacteria 	meta_mOTU_v2_5973	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_5990]	unknown Gammaproteobacteria 	meta_mOTU_v2_5990	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6027]	unknown Gammaproteobacteria 	meta_mOTU_v2_6027	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6062]	unknown Gammaproteobacteria 	meta_mOTU_v2_6062	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6075]	unknown Gammaproteobacteria 	meta_mOTU_v2_6075	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6085]	unknown Gammaproteobacteria 	meta_mOTU_v2_6085	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6112]	unknown Gammaproteobacteria 	meta_mOTU_v2_6112	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6150]	unknown Gammaproteobacteria 	meta_mOTU_v2_6150	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6177]	unknown Gammaproteobacteria 	meta_mOTU_v2_6177	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6185]	unknown Gammaproteobacteria 	meta_mOTU_v2_6185	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6187]	unknown Gammaproteobacteria 	meta_mOTU_v2_6187	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6203]	unknown Gammaproteobacteria 	meta_mOTU_v2_6203	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6205]	unknown Gammaproteobacteria 	meta_mOTU_v2_6205	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6212]	unknown Gammaproteobacteria 	meta_mOTU_v2_6212	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6258]	unknown Gammaproteobacteria 	meta_mOTU_v2_6258	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6262]	unknown Gammaproteobacteria 	meta_mOTU_v2_6262	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6267]	unknown Gammaproteobacteria 	meta_mOTU_v2_6267	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6307]	unknown Gammaproteobacteria 	meta_mOTU_v2_6307	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6325]	unknown Gammaproteobacteria 	meta_mOTU_v2_6325	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6352]	unknown Gammaproteobacteria 	meta_mOTU_v2_6352	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6357]	unknown Gammaproteobacteria 	meta_mOTU_v2_6357	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6373]	unknown Gammaproteobacteria 	meta_mOTU_v2_6373	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6400]	unknown Gammaproteobacteria 	meta_mOTU_v2_6400	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6406]	unknown Gammaproteobacteria 	meta_mOTU_v2_6406	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6428]	unknown Gammaproteobacteria 	meta_mOTU_v2_6428	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6446]	unknown Gammaproteobacteria 	meta_mOTU_v2_6446	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6469]	unknown Gammaproteobacteria 	meta_mOTU_v2_6469	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6486]	unknown Gammaproteobacteria 	meta_mOTU_v2_6486	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6545]	unknown Gammaproteobacteria 	meta_mOTU_v2_6545	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6578]	unknown Gammaproteobacteria 	meta_mOTU_v2_6578	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6581]	unknown Gammaproteobacteria 	meta_mOTU_v2_6581	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6624]	unknown Gammaproteobacteria 	meta_mOTU_v2_6624	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6640]	unknown Gammaproteobacteria 	meta_mOTU_v2_6640	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6642]	unknown Gammaproteobacteria 	meta_mOTU_v2_6642	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6645]	unknown Gammaproteobacteria 	meta_mOTU_v2_6645	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6659]	unknown Gammaproteobacteria 	meta_mOTU_v2_6659	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6660]	unknown Gammaproteobacteria 	meta_mOTU_v2_6660	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6678]	unknown Gammaproteobacteria 	meta_mOTU_v2_6678	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6684]	unknown Gammaproteobacteria 	meta_mOTU_v2_6684	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6714]	unknown Gammaproteobacteria 	meta_mOTU_v2_6714	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6734]	unknown Gammaproteobacteria 	meta_mOTU_v2_6734	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6743]	unknown Gammaproteobacteria 	meta_mOTU_v2_6743	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6756]	unknown Gammaproteobacteria 	meta_mOTU_v2_6756	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6757]	unknown Gammaproteobacteria 	meta_mOTU_v2_6757	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6797]	unknown Gammaproteobacteria 	meta_mOTU_v2_6797	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6804]	unknown Gammaproteobacteria 	meta_mOTU_v2_6804	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6827]	unknown Gammaproteobacteria 	meta_mOTU_v2_6827	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6842]	unknown Gammaproteobacteria 	meta_mOTU_v2_6842	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6881]	unknown Gammaproteobacteria 	meta_mOTU_v2_6881	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6913]	unknown Gammaproteobacteria 	meta_mOTU_v2_6913	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6935]	unknown Gammaproteobacteria 	meta_mOTU_v2_6935	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6939]	unknown Gammaproteobacteria 	meta_mOTU_v2_6939	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_6991]	unknown Gammaproteobacteria 	meta_mOTU_v2_6991	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7001]	unknown Gammaproteobacteria 	meta_mOTU_v2_7001	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7006]	unknown Gammaproteobacteria 	meta_mOTU_v2_7006	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7025]	unknown Gammaproteobacteria 	meta_mOTU_v2_7025	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7060]	unknown Gammaproteobacteria 	meta_mOTU_v2_7060	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7092]	unknown Gammaproteobacteria 	meta_mOTU_v2_7092	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7100]	unknown Gammaproteobacteria 	meta_mOTU_v2_7100	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7119]	unknown Gammaproteobacteria 	meta_mOTU_v2_7119	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7146]	unknown Gammaproteobacteria 	meta_mOTU_v2_7146	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7172]	unknown Gammaproteobacteria 	meta_mOTU_v2_7172	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7223]	unknown Gammaproteobacteria 	meta_mOTU_v2_7223	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7226]	unknown Gammaproteobacteria 	meta_mOTU_v2_7226	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7228]	unknown Gammaproteobacteria 	meta_mOTU_v2_7228	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7255]	unknown Gammaproteobacteria 	meta_mOTU_v2_7255	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7267]	unknown Gammaproteobacteria 	meta_mOTU_v2_7267	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7295]	unknown Gammaproteobacteria 	meta_mOTU_v2_7295	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7334]	unknown Gammaproteobacteria 	meta_mOTU_v2_7334	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7336]	unknown Gammaproteobacteria 	meta_mOTU_v2_7336	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7341]	unknown Gammaproteobacteria 	meta_mOTU_v2_7341	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7386]	unknown Gammaproteobacteria 	meta_mOTU_v2_7386	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7390]	unknown Gammaproteobacteria 	meta_mOTU_v2_7390	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7391]	unknown Gammaproteobacteria 	meta_mOTU_v2_7391	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7395]	unknown Gammaproteobacteria 	meta_mOTU_v2_7395	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7396]	unknown Gammaproteobacteria 	meta_mOTU_v2_7396	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7408]	unknown Gammaproteobacteria 	meta_mOTU_v2_7408	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7417]	unknown Gammaproteobacteria 	meta_mOTU_v2_7417	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7435]	unknown Gammaproteobacteria 	meta_mOTU_v2_7435	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7510]	unknown Gammaproteobacteria 	meta_mOTU_v2_7510	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7513]	unknown Gammaproteobacteria 	meta_mOTU_v2_7513	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7539]	unknown Gammaproteobacteria 	meta_mOTU_v2_7539	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Gammaproteobacteria [meta_mOTU_v2_7542]	unknown Gammaproteobacteria 	meta_mOTU_v2_7542	#N/A	#N/A	#N/A	#N/A	#N/A
