mOTU_ID,mOTU_name
meta_mOTU_v2_6714,unknown Gammaproteobacteria [meta_mOTU_v2_6714]
meta_mOTU_v2_6734,unknown Gammaproteobacteria [meta_mOTU_v2_6734]
meta_mOTU_v2_6743,unknown Gammaproteobacteria [meta_mOTU_v2_6743]
meta_mOTU_v2_6756,unknown Gammaproteobacteria [meta_mOTU_v2_6756]
meta_mOTU_v2_6757,unknown Gammaproteobacteria [meta_mOTU_v2_6757]
meta_mOTU_v2_6797,unknown Gammaproteobacteria [meta_mOTU_v2_6797]
meta_mOTU_v2_6804,unknown Gammaproteobacteria [meta_mOTU_v2_6804]
meta_mOTU_v2_6827,unknown Gammaproteobacteria [meta_mOTU_v2_6827]
meta_mOTU_v2_6842,unknown Gammaproteobacteria [meta_mOTU_v2_6842]
meta_mOTU_v2_6881,unknown Gammaproteobacteria [meta_mOTU_v2_6881]
meta_mOTU_v2_6913,unknown Gammaproteobacteria [meta_mOTU_v2_6913]
meta_mOTU_v2_6935,unknown Gammaproteobacteria [meta_mOTU_v2_6935]
meta_mOTU_v2_6939,unknown Gammaproteobacteria [meta_mOTU_v2_6939]
meta_mOTU_v2_6991,unknown Gammaproteobacteria [meta_mOTU_v2_6991]
meta_mOTU_v2_7001,unknown Gammaproteobacteria [meta_mOTU_v2_7001]
meta_mOTU_v2_7006,unknown Gammaproteobacteria [meta_mOTU_v2_7006]
meta_mOTU_v2_7025,unknown Gammaproteobacteria [meta_mOTU_v2_7025]
meta_mOTU_v2_7060,unknown Gammaproteobacteria [meta_mOTU_v2_7060]
meta_mOTU_v2_7092,unknown Gammaproteobacteria [meta_mOTU_v2_7092]
meta_mOTU_v2_7100,unknown Gammaproteobacteria [meta_mOTU_v2_7100]
meta_mOTU_v2_7119,unknown Gammaproteobacteria [meta_mOTU_v2_7119]
meta_mOTU_v2_7146,unknown Gammaproteobacteria [meta_mOTU_v2_7146]
meta_mOTU_v2_7172,unknown Gammaproteobacteria [meta_mOTU_v2_7172]
meta_mOTU_v2_7223,unknown Gammaproteobacteria [meta_mOTU_v2_7223]
meta_mOTU_v2_7226,unknown Gammaproteobacteria [meta_mOTU_v2_7226]
meta_mOTU_v2_7228,unknown Gammaproteobacteria [meta_mOTU_v2_7228]
meta_mOTU_v2_7255,unknown Gammaproteobacteria [meta_mOTU_v2_7255]
meta_mOTU_v2_7267,unknown Gammaproteobacteria [meta_mOTU_v2_7267]
meta_mOTU_v2_7295,unknown Gammaproteobacteria [meta_mOTU_v2_7295]
meta_mOTU_v2_7334,unknown Gammaproteobacteria [meta_mOTU_v2_7334]
meta_mOTU_v2_7336,unknown Gammaproteobacteria [meta_mOTU_v2_7336]
meta_mOTU_v2_7341,unknown Gammaproteobacteria [meta_mOTU_v2_7341]
meta_mOTU_v2_7386,unknown Gammaproteobacteria [meta_mOTU_v2_7386]
meta_mOTU_v2_7390,unknown Gammaproteobacteria [meta_mOTU_v2_7390]
meta_mOTU_v2_7391,unknown Gammaproteobacteria [meta_mOTU_v2_7391]
meta_mOTU_v2_7395,unknown Gammaproteobacteria [meta_mOTU_v2_7395]
meta_mOTU_v2_7396,unknown Gammaproteobacteria [meta_mOTU_v2_7396]
meta_mOTU_v2_7408,unknown Gammaproteobacteria [meta_mOTU_v2_7408]
meta_mOTU_v2_7417,unknown Gammaproteobacteria [meta_mOTU_v2_7417]
meta_mOTU_v2_7435,unknown Gammaproteobacteria [meta_mOTU_v2_7435]
meta_mOTU_v2_7510,unknown Gammaproteobacteria [meta_mOTU_v2_7510]
meta_mOTU_v2_7513,unknown Gammaproteobacteria [meta_mOTU_v2_7513]
meta_mOTU_v2_7539,unknown Gammaproteobacteria [meta_mOTU_v2_7539]
meta_mOTU_v2_7542,unknown Gammaproteobacteria [meta_mOTU_v2_7542]
meta_mOTU_v2_7556,unknown Gammaproteobacteria [meta_mOTU_v2_7556]
meta_mOTU_v2_7557,unknown Gammaproteobacteria [meta_mOTU_v2_7557]
meta_mOTU_v2_7563,unknown Gammaproteobacteria [meta_mOTU_v2_7563]
meta_mOTU_v2_7577,unknown Gammaproteobacteria [meta_mOTU_v2_7577]
meta_mOTU_v2_7609,unknown Gammaproteobacteria [meta_mOTU_v2_7609]
meta_mOTU_v2_7612,unknown Gammaproteobacteria [meta_mOTU_v2_7612]
meta_mOTU_v2_7617,unknown Gammaproteobacteria [meta_mOTU_v2_7617]
meta_mOTU_v2_7640,unknown Gammaproteobacteria [meta_mOTU_v2_7640]
meta_mOTU_v2_7657,unknown Gammaproteobacteria [meta_mOTU_v2_7657]
meta_mOTU_v2_7696,unknown Gammaproteobacteria [meta_mOTU_v2_7696]
meta_mOTU_v2_7709,unknown Gammaproteobacteria [meta_mOTU_v2_7709]
meta_mOTU_v2_7758,unknown Gammaproteobacteria [meta_mOTU_v2_7758]
meta_mOTU_v2_7770,unknown Gammaproteobacteria [meta_mOTU_v2_7770]
meta_mOTU_v2_6367,unknown Gemmatimonadetes [meta_mOTU_v2_6367]
meta_mOTU_v2_5872,unknown Halieaceae [meta_mOTU_v2_5872]
meta_mOTU_v2_6806,unknown Halieaceae [meta_mOTU_v2_6806]
meta_mOTU_v2_5808,unknown Halobacteria [meta_mOTU_v2_5808]
meta_mOTU_v2_7224,unknown Halobacteria [meta_mOTU_v2_7224]
meta_mOTU_v2_6077,unknown Halomonadaceae [meta_mOTU_v2_6077]
meta_mOTU_v2_7227,unknown Halomonadaceae [meta_mOTU_v2_7227]
meta_mOTU_v2_7761,unknown Halomonadaceae [meta_mOTU_v2_7761]
meta_mOTU_v2_7150,unknown Henriciella [meta_mOTU_v2_7150]
meta_mOTU_v2_5530,unknown Idiomarina [meta_mOTU_v2_5530]
meta_mOTU_v2_7730,unknown Idiomarina [meta_mOTU_v2_7730]
meta_mOTU_v2_5480,unknown Lachnospiraceae [meta_mOTU_v2_5480]
meta_mOTU_v2_6615,unknown Lachnospiraceae [meta_mOTU_v2_6615]
meta_mOTU_v2_6625,unknown Lachnospiraceae [meta_mOTU_v2_6625]
meta_mOTU_v2_6937,unknown Lachnospiraceae [meta_mOTU_v2_6937]
meta_mOTU_v2_6947,unknown Lachnospiraceae [meta_mOTU_v2_6947]
meta_mOTU_v2_7094,unknown Lachnospiraceae [meta_mOTU_v2_7094]
meta_mOTU_v2_7398,unknown Lachnospiraceae [meta_mOTU_v2_7398]
meta_mOTU_v2_6288,unknown Lactobacillales [meta_mOTU_v2_6288]
meta_mOTU_v2_5369,unknown Lactobacillus [meta_mOTU_v2_5369]
meta_mOTU_v2_6032,unknown Lactobacillus [meta_mOTU_v2_6032]
meta_mOTU_v2_6592,unknown Lactobacillus [meta_mOTU_v2_6592]
meta_mOTU_v2_7023,unknown Lactobacillus [meta_mOTU_v2_7023]
meta_mOTU_v2_5621,unknown Leeuwenhoekiella [meta_mOTU_v2_5621]
meta_mOTU_v2_7506,unknown Leeuwenhoekiella [meta_mOTU_v2_7506]
meta_mOTU_v2_7552,unknown Legionella [meta_mOTU_v2_7552]
meta_mOTU_v2_6651,unknown Lentisphaerae [meta_mOTU_v2_6651]
meta_mOTU_v2_6979,unknown Lentisphaerae [meta_mOTU_v2_6979]
meta_mOTU_v2_7225,unknown Lentisphaerae [meta_mOTU_v2_7225]
meta_mOTU_v2_6245,unknown Leptonema [meta_mOTU_v2_6245]
meta_mOTU_v2_5496,unknown Leptotrichia [meta_mOTU_v2_5496]
meta_mOTU_v2_6423,unknown Leptotrichia [meta_mOTU_v2_6423]
meta_mOTU_v2_7120,unknown Leptotrichia [meta_mOTU_v2_7120]
meta_mOTU_v2_6964,unknown Limnobacter [meta_mOTU_v2_6964]
meta_mOTU_v2_6443,unknown Malassezia [meta_mOTU_v2_6443]
meta_mOTU_v2_7505,unknown Marinobacter [meta_mOTU_v2_7505]
meta_mOTU_v2_7010,unknown Massiliomicrobiota [meta_mOTU_v2_7010]
meta_mOTU_v2_6849,unknown Mesonia [meta_mOTU_v2_6849]
meta_mOTU_v2_6693,unknown Methanomicrobia [meta_mOTU_v2_6693]
meta_mOTU_v2_6074,unknown Methylophaga [meta_mOTU_v2_6074]
meta_mOTU_v2_7117,unknown Microbacteriaceae [meta_mOTU_v2_7117]
meta_mOTU_v2_7750,unknown Mogibacterium [meta_mOTU_v2_7750]
meta_mOTU_v2_6740,unknown Moraxella [meta_mOTU_v2_6740]
meta_mOTU_v2_6636,unknown Neisseriaceae [meta_mOTU_v2_6636]
meta_mOTU_v2_7171,unknown Neisseriaceae [meta_mOTU_v2_7171]
meta_mOTU_v2_6597,unknown Neisseriales [meta_mOTU_v2_6597]
meta_mOTU_v2_7626,unknown Neisseriales [meta_mOTU_v2_7626]
meta_mOTU_v2_7362,unknown Nitrosomonadaceae [meta_mOTU_v2_7362]
meta_mOTU_v2_5518,unknown Nitrosomonadales [meta_mOTU_v2_5518]
meta_mOTU_v2_5587,unknown Nitrosomonadales [meta_mOTU_v2_5587]
meta_mOTU_v2_6127,unknown Nitrosomonadales [meta_mOTU_v2_6127]
meta_mOTU_v2_6274,unknown Nitrosomonadales [meta_mOTU_v2_6274]
meta_mOTU_v2_6587,unknown Nitrosomonadales [meta_mOTU_v2_6587]
meta_mOTU_v2_5667,unknown Nitrosopumilaceae [meta_mOTU_v2_5667]
meta_mOTU_v2_6264,unknown Nitrosopumilaceae [meta_mOTU_v2_6264]
meta_mOTU_v2_7775,unknown Nitrosopumilaceae [meta_mOTU_v2_7775]
meta_mOTU_v2_7423,unknown Nitrospina [meta_mOTU_v2_7423]
meta_mOTU_v2_7438,unknown Nitrospina [meta_mOTU_v2_7438]
meta_mOTU_v2_6280,unknown Oceanospirillales [meta_mOTU_v2_6280]
meta_mOTU_v2_6761,unknown Oceanospirillales [meta_mOTU_v2_6761]
meta_mOTU_v2_5670,unknown Odoribacter [meta_mOTU_v2_5670]
meta_mOTU_v2_5567,unknown Odoribacteraceae [meta_mOTU_v2_5567]
meta_mOTU_v2_6564,unknown Oleibacter [meta_mOTU_v2_6564]
meta_mOTU_v2_6420,unknown Olsenella [meta_mOTU_v2_6420]
meta_mOTU_v2_6460,unknown Olsenella [meta_mOTU_v2_6460]
meta_mOTU_v2_7724,unknown Olsenella [meta_mOTU_v2_7724]
meta_mOTU_v2_7727,unknown Olsenella [meta_mOTU_v2_7727]
meta_mOTU_v2_5427,unknown Opitutae [meta_mOTU_v2_5427]
meta_mOTU_v2_5900,unknown Opitutae [meta_mOTU_v2_5900]
meta_mOTU_v2_6455,unknown Opitutae [meta_mOTU_v2_6455]
meta_mOTU_v2_6953,unknown Opitutae [meta_mOTU_v2_6953]
meta_mOTU_v2_7787,unknown Opitutae [meta_mOTU_v2_7787]
meta_mOTU_v2_7797,unknown Opitutae [meta_mOTU_v2_7797]
meta_mOTU_v2_6417,unknown Oribacterium [meta_mOTU_v2_6417]
meta_mOTU_v2_7112,unknown Oribacterium [meta_mOTU_v2_7112]
meta_mOTU_v2_7345,unknown Oribacterium [meta_mOTU_v2_7345]
meta_mOTU_v2_5845,unknown Oscillibacter [meta_mOTU_v2_5845]
meta_mOTU_v2_5944,unknown Oscillibacter [meta_mOTU_v2_5944]
meta_mOTU_v2_6438,unknown Oscillibacter [meta_mOTU_v2_6438]
meta_mOTU_v2_7111,unknown Oscillibacter [meta_mOTU_v2_7111]
meta_mOTU_v2_6071,unknown Parabacteroides [meta_mOTU_v2_6071]
meta_mOTU_v2_7354,unknown Paracoccus [meta_mOTU_v2_7354]
meta_mOTU_v2_6790,unknown Parvimonas [meta_mOTU_v2_6790]
meta_mOTU_v2_7181,unknown Parvimonas [meta_mOTU_v2_7181]
meta_mOTU_v2_5454,unknown Pasteurellaceae [meta_mOTU_v2_5454]
meta_mOTU_v2_6405,unknown Pasteurellaceae [meta_mOTU_v2_6405]
meta_mOTU_v2_6543,unknown Pasteurellaceae [meta_mOTU_v2_6543]
meta_mOTU_v2_6865,unknown Pasteurellaceae [meta_mOTU_v2_6865]
meta_mOTU_v2_7273,unknown Pasteurellaceae [meta_mOTU_v2_7273]
meta_mOTU_v2_7650,unknown Pasteurellaceae [meta_mOTU_v2_7650]
meta_mOTU_v2_5311,unknown Pelagibacteraceae [meta_mOTU_v2_5311]
meta_mOTU_v2_5326,unknown Pelagibacteraceae [meta_mOTU_v2_5326]
meta_mOTU_v2_5350,unknown Pelagibacteraceae [meta_mOTU_v2_5350]
meta_mOTU_v2_5484,unknown Pelagibacteraceae [meta_mOTU_v2_5484]
meta_mOTU_v2_5579,unknown Pelagibacteraceae [meta_mOTU_v2_5579]
meta_mOTU_v2_5694,unknown Pelagibacteraceae [meta_mOTU_v2_5694]
meta_mOTU_v2_5851,unknown Pelagibacteraceae [meta_mOTU_v2_5851]
meta_mOTU_v2_5871,unknown Pelagibacteraceae [meta_mOTU_v2_5871]
meta_mOTU_v2_5906,unknown Pelagibacteraceae [meta_mOTU_v2_5906]
meta_mOTU_v2_5917,unknown Pelagibacteraceae [meta_mOTU_v2_5917]
meta_mOTU_v2_5923,unknown Pelagibacteraceae [meta_mOTU_v2_5923]
meta_mOTU_v2_5970,unknown Pelagibacteraceae [meta_mOTU_v2_5970]
meta_mOTU_v2_5986,unknown Pelagibacteraceae [meta_mOTU_v2_5986]
meta_mOTU_v2_6050,unknown Pelagibacteraceae [meta_mOTU_v2_6050]
meta_mOTU_v2_6122,unknown Pelagibacteraceae [meta_mOTU_v2_6122]
meta_mOTU_v2_6204,unknown Pelagibacteraceae [meta_mOTU_v2_6204]
meta_mOTU_v2_6239,unknown Pelagibacteraceae [meta_mOTU_v2_6239]
meta_mOTU_v2_6401,unknown Pelagibacteraceae [meta_mOTU_v2_6401]
meta_mOTU_v2_6499,unknown Pelagibacteraceae [meta_mOTU_v2_6499]
meta_mOTU_v2_6718,unknown Pelagibacteraceae [meta_mOTU_v2_6718]
meta_mOTU_v2_6773,unknown Pelagibacteraceae [meta_mOTU_v2_6773]
meta_mOTU_v2_6824,unknown Pelagibacteraceae [meta_mOTU_v2_6824]
meta_mOTU_v2_6919,unknown Pelagibacteraceae [meta_mOTU_v2_6919]
meta_mOTU_v2_7162,unknown Pelagibacteraceae [meta_mOTU_v2_7162]
meta_mOTU_v2_7206,unknown Pelagibacteraceae [meta_mOTU_v2_7206]
meta_mOTU_v2_7265,unknown Pelagibacteraceae [meta_mOTU_v2_7265]
meta_mOTU_v2_7363,unknown Pelagibacteraceae [meta_mOTU_v2_7363]
meta_mOTU_v2_7441,unknown Pelagibacteraceae [meta_mOTU_v2_7441]
meta_mOTU_v2_7537,unknown Pelagibacteraceae [meta_mOTU_v2_7537]
meta_mOTU_v2_7681,unknown Pelagibacteraceae [meta_mOTU_v2_7681]
meta_mOTU_v2_7754,unknown Pelagibacteraceae [meta_mOTU_v2_7754]
meta_mOTU_v2_6782,unknown Pelagibacterales [meta_mOTU_v2_6782]
meta_mOTU_v2_7672,unknown Peptoniphilus [meta_mOTU_v2_7672]
meta_mOTU_v2_5742,unknown Peptostreptococcaceae [meta_mOTU_v2_5742]
meta_mOTU_v2_6365,unknown Peptostreptococcaceae [meta_mOTU_v2_6365]
meta_mOTU_v2_6853,unknown Peptostreptococcaceae [meta_mOTU_v2_6853]
meta_mOTU_v2_6922,unknown Peptostreptococcaceae [meta_mOTU_v2_6922]
meta_mOTU_v2_7009,unknown Peptostreptococcaceae [meta_mOTU_v2_7009]
meta_mOTU_v2_7331,unknown Peptostreptococcaceae [meta_mOTU_v2_7331]
meta_mOTU_v2_5554,unknown Phascolarctobacterium [meta_mOTU_v2_5554]
meta_mOTU_v2_5374,unknown Planctomycetaceae [meta_mOTU_v2_5374]
meta_mOTU_v2_5384,unknown Planctomycetaceae [meta_mOTU_v2_5384]
meta_mOTU_v2_5580,unknown Planctomycetaceae [meta_mOTU_v2_5580]
meta_mOTU_v2_5775,unknown Planctomycetaceae [meta_mOTU_v2_5775]
meta_mOTU_v2_6388,unknown Planctomycetaceae [meta_mOTU_v2_6388]
meta_mOTU_v2_6463,unknown Planctomycetaceae [meta_mOTU_v2_6463]
meta_mOTU_v2_6886,unknown Planctomycetaceae [meta_mOTU_v2_6886]
meta_mOTU_v2_7498,unknown Planctomycetaceae [meta_mOTU_v2_7498]
meta_mOTU_v2_7564,unknown Planctomycetaceae [meta_mOTU_v2_7564]
meta_mOTU_v2_7711,unknown Planctomycetaceae [meta_mOTU_v2_7711]
meta_mOTU_v2_6003,unknown Planctomycetales [meta_mOTU_v2_6003]
meta_mOTU_v2_6692,unknown Planctomycetales [meta_mOTU_v2_6692]
meta_mOTU_v2_6912,unknown Planctomycetales [meta_mOTU_v2_6912]
meta_mOTU_v2_6111,unknown Planctomycetes [meta_mOTU_v2_6111]
meta_mOTU_v2_6304,unknown Planctomycetes [meta_mOTU_v2_6304]
meta_mOTU_v2_6847,unknown Planctomycetes [meta_mOTU_v2_6847]
meta_mOTU_v2_7698,unknown Planctomycetes [meta_mOTU_v2_7698]
meta_mOTU_v2_6295,unknown Polaribacter [meta_mOTU_v2_6295]
meta_mOTU_v2_5459,unknown Porphyromonadaceae [meta_mOTU_v2_5459]
meta_mOTU_v2_5985,unknown Porphyromonadaceae [meta_mOTU_v2_5985]
meta_mOTU_v2_7214,unknown Porphyromonadaceae [meta_mOTU_v2_7214]
meta_mOTU_v2_7477,unknown Porphyromonadaceae [meta_mOTU_v2_7477]
meta_mOTU_v2_7601,unknown Porphyromonadaceae [meta_mOTU_v2_7601]
meta_mOTU_v2_5431,unknown Porphyromonas [meta_mOTU_v2_5431]
meta_mOTU_v2_6490,unknown Porphyromonas [meta_mOTU_v2_6490]
meta_mOTU_v2_7656,unknown Porphyromonas [meta_mOTU_v2_7656]
meta_mOTU_v2_7777,unknown Porphyromonas [meta_mOTU_v2_7777]
meta_mOTU_v2_5319,unknown Porticoccaceae [meta_mOTU_v2_5319]
meta_mOTU_v2_6383,unknown Porticoccaceae [meta_mOTU_v2_6383]
meta_mOTU_v2_5378,unknown Prevotella [meta_mOTU_v2_5378]
meta_mOTU_v2_5418,unknown Prevotella [meta_mOTU_v2_5418]
meta_mOTU_v2_5461,unknown Prevotella [meta_mOTU_v2_5461]
meta_mOTU_v2_5502,unknown Prevotella [meta_mOTU_v2_5502]
meta_mOTU_v2_5555,unknown Prevotella [meta_mOTU_v2_5555]
meta_mOTU_v2_5605,unknown Prevotella [meta_mOTU_v2_5605]
meta_mOTU_v2_5668,unknown Prevotella [meta_mOTU_v2_5668]
meta_mOTU_v2_5749,unknown Prevotella [meta_mOTU_v2_5749]
meta_mOTU_v2_5780,unknown Prevotella [meta_mOTU_v2_5780]
meta_mOTU_v2_5795,unknown Prevotella [meta_mOTU_v2_5795]
meta_mOTU_v2_5828,unknown Prevotella [meta_mOTU_v2_5828]
meta_mOTU_v2_5833,unknown Prevotella [meta_mOTU_v2_5833]
meta_mOTU_v2_5876,unknown Prevotella [meta_mOTU_v2_5876]
meta_mOTU_v2_5886,unknown Prevotella [meta_mOTU_v2_5886]
meta_mOTU_v2_5992,unknown Prevotella [meta_mOTU_v2_5992]
meta_mOTU_v2_6029,unknown Prevotella [meta_mOTU_v2_6029]
meta_mOTU_v2_6180,unknown Prevotella [meta_mOTU_v2_6180]
meta_mOTU_v2_6289,unknown Prevotella [meta_mOTU_v2_6289]
meta_mOTU_v2_6294,unknown Prevotella [meta_mOTU_v2_6294]
meta_mOTU_v2_6387,unknown Prevotella [meta_mOTU_v2_6387]
meta_mOTU_v2_6399,unknown Prevotella [meta_mOTU_v2_6399]
meta_mOTU_v2_6415,unknown Prevotella [meta_mOTU_v2_6415]
meta_mOTU_v2_6430,unknown Prevotella [meta_mOTU_v2_6430]
meta_mOTU_v2_6444,unknown Prevotella [meta_mOTU_v2_6444]
meta_mOTU_v2_6453,unknown Prevotella [meta_mOTU_v2_6453]
meta_mOTU_v2_6456,unknown Prevotella [meta_mOTU_v2_6456]
meta_mOTU_v2_6514,unknown Prevotella [meta_mOTU_v2_6514]
meta_mOTU_v2_6516,unknown Prevotella [meta_mOTU_v2_6516]
meta_mOTU_v2_6558,unknown Prevotella [meta_mOTU_v2_6558]
meta_mOTU_v2_6609,unknown Prevotella [meta_mOTU_v2_6609]
meta_mOTU_v2_6662,unknown Prevotella [meta_mOTU_v2_6662]
meta_mOTU_v2_6663,unknown Prevotella [meta_mOTU_v2_6663]
meta_mOTU_v2_6697,unknown Prevotella [meta_mOTU_v2_6697]
meta_mOTU_v2_6766,unknown Prevotella [meta_mOTU_v2_6766]
meta_mOTU_v2_6861,unknown Prevotella [meta_mOTU_v2_6861]
meta_mOTU_v2_6911,unknown Prevotella [meta_mOTU_v2_6911]
meta_mOTU_v2_6968,unknown Prevotella [meta_mOTU_v2_6968]
meta_mOTU_v2_7015,unknown Prevotella [meta_mOTU_v2_7015]
meta_mOTU_v2_7016,unknown Prevotella [meta_mOTU_v2_7016]
meta_mOTU_v2_7032,unknown Prevotella [meta_mOTU_v2_7032]
meta_mOTU_v2_7196,unknown Prevotella [meta_mOTU_v2_7196]
meta_mOTU_v2_7203,unknown Prevotella [meta_mOTU_v2_7203]
meta_mOTU_v2_7342,unknown Prevotella [meta_mOTU_v2_7342]
meta_mOTU_v2_7400,unknown Prevotella [meta_mOTU_v2_7400]
meta_mOTU_v2_7547,unknown Prevotella [meta_mOTU_v2_7547]
meta_mOTU_v2_7598,unknown Prevotella [meta_mOTU_v2_7598]
meta_mOTU_v2_7616,unknown Prevotella [meta_mOTU_v2_7616]
meta_mOTU_v2_5568,unknown Prevotellaceae [meta_mOTU_v2_5568]
meta_mOTU_v2_6620,unknown Prevotellaceae [meta_mOTU_v2_6620]
meta_mOTU_v2_6779,unknown Prevotellaceae [meta_mOTU_v2_6779]
meta_mOTU_v2_7319,unknown Prevotellaceae [meta_mOTU_v2_7319]
meta_mOTU_v2_7621,unknown Prevotellaceae [meta_mOTU_v2_7621]
meta_mOTU_v2_7655,unknown Prevotellaceae [meta_mOTU_v2_7655]
meta_mOTU_v2_6691,unknown Prochloraceae [meta_mOTU_v2_6691]
meta_mOTU_v2_6565,unknown Prochlorococcus [meta_mOTU_v2_6565]
meta_mOTU_v2_6694,unknown Prochlorococcus [meta_mOTU_v2_6694]
meta_mOTU_v2_7035,unknown Prochlorococcus [meta_mOTU_v2_7035]
meta_mOTU_v2_7747,unknown Prochlorococcus [meta_mOTU_v2_7747]
meta_mOTU_v2_5372,unknown Proteobacteria [meta_mOTU_v2_5372]
meta_mOTU_v2_5483,unknown Proteobacteria [meta_mOTU_v2_5483]
meta_mOTU_v2_5533,unknown Proteobacteria [meta_mOTU_v2_5533]
meta_mOTU_v2_5565,unknown Proteobacteria [meta_mOTU_v2_5565]
meta_mOTU_v2_5782,unknown Proteobacteria [meta_mOTU_v2_5782]
meta_mOTU_v2_5792,unknown Proteobacteria [meta_mOTU_v2_5792]
meta_mOTU_v2_5824,unknown Proteobacteria [meta_mOTU_v2_5824]
meta_mOTU_v2_6020,unknown Proteobacteria [meta_mOTU_v2_6020]
meta_mOTU_v2_6068,unknown Proteobacteria [meta_mOTU_v2_6068]
meta_mOTU_v2_6153,unknown Proteobacteria [meta_mOTU_v2_6153]
meta_mOTU_v2_6208,unknown Proteobacteria [meta_mOTU_v2_6208]
meta_mOTU_v2_6380,unknown Proteobacteria [meta_mOTU_v2_6380]
meta_mOTU_v2_6431,unknown Proteobacteria [meta_mOTU_v2_6431]
meta_mOTU_v2_6450,unknown Proteobacteria [meta_mOTU_v2_6450]
meta_mOTU_v2_6546,unknown Proteobacteria [meta_mOTU_v2_6546]
meta_mOTU_v2_6574,unknown Proteobacteria [meta_mOTU_v2_6574]
meta_mOTU_v2_6613,unknown Proteobacteria [meta_mOTU_v2_6613]
meta_mOTU_v2_6628,unknown Proteobacteria [meta_mOTU_v2_6628]
meta_mOTU_v2_6646,unknown Proteobacteria [meta_mOTU_v2_6646]
meta_mOTU_v2_6715,unknown Proteobacteria [meta_mOTU_v2_6715]
meta_mOTU_v2_6796,unknown Proteobacteria [meta_mOTU_v2_6796]
meta_mOTU_v2_6859,unknown Proteobacteria [meta_mOTU_v2_6859]
meta_mOTU_v2_6917,unknown Proteobacteria [meta_mOTU_v2_6917]
meta_mOTU_v2_6927,unknown Proteobacteria [meta_mOTU_v2_6927]
meta_mOTU_v2_7005,unknown Proteobacteria [meta_mOTU_v2_7005]
meta_mOTU_v2_7027,unknown Proteobacteria [meta_mOTU_v2_7027]
meta_mOTU_v2_7068,unknown Proteobacteria [meta_mOTU_v2_7068]
meta_mOTU_v2_7293,unknown Proteobacteria [meta_mOTU_v2_7293]
meta_mOTU_v2_7357,unknown Proteobacteria [meta_mOTU_v2_7357]
meta_mOTU_v2_7393,unknown Proteobacteria [meta_mOTU_v2_7393]
meta_mOTU_v2_7427,unknown Proteobacteria [meta_mOTU_v2_7427]
meta_mOTU_v2_7445,unknown Proteobacteria [meta_mOTU_v2_7445]
meta_mOTU_v2_7485,unknown Proteobacteria [meta_mOTU_v2_7485]
meta_mOTU_v2_7494,unknown Proteobacteria [meta_mOTU_v2_7494]
meta_mOTU_v2_7532,unknown Proteobacteria [meta_mOTU_v2_7532]
meta_mOTU_v2_7543,unknown Proteobacteria [meta_mOTU_v2_7543]
meta_mOTU_v2_7585,unknown Proteobacteria [meta_mOTU_v2_7585]
meta_mOTU_v2_7637,unknown Proteobacteria [meta_mOTU_v2_7637]
meta_mOTU_v2_7725,unknown Proteobacteria [meta_mOTU_v2_7725]
meta_mOTU_v2_7728,unknown Proteobacteria [meta_mOTU_v2_7728]
meta_mOTU_v2_7757,unknown Proteobacteria [meta_mOTU_v2_7757]
meta_mOTU_v2_7794,unknown Proteobacteria [meta_mOTU_v2_7794]
meta_mOTU_v2_5764,unknown Pseudoalteromonas [meta_mOTU_v2_5764]
meta_mOTU_v2_6108,unknown Pseudoflavonifractor [meta_mOTU_v2_6108]
meta_mOTU_v2_6282,unknown Pseudohongiella [meta_mOTU_v2_6282]
meta_mOTU_v2_5634,unknown Pseudomonas [meta_mOTU_v2_5634]
meta_mOTU_v2_6864,unknown Pseudomonas [meta_mOTU_v2_6864]
meta_mOTU_v2_7251,unknown Pseudomonas [meta_mOTU_v2_7251]
meta_mOTU_v2_7294,unknown Psychrobacter [meta_mOTU_v2_7294]
meta_mOTU_v2_6181,unknown Rhizobiales [meta_mOTU_v2_6181]
meta_mOTU_v2_6332,unknown Rhizobiales [meta_mOTU_v2_6332]
meta_mOTU_v2_6606,unknown Rhizobiales [meta_mOTU_v2_6606]
meta_mOTU_v2_5504,unknown Rhodobacteraceae [meta_mOTU_v2_5504]
meta_mOTU_v2_5719,unknown Rhodobacteraceae [meta_mOTU_v2_5719]
meta_mOTU_v2_5862,unknown Rhodobacteraceae [meta_mOTU_v2_5862]
meta_mOTU_v2_5891,unknown Rhodobacteraceae [meta_mOTU_v2_5891]
meta_mOTU_v2_5977,unknown Rhodobacteraceae [meta_mOTU_v2_5977]
meta_mOTU_v2_6126,unknown Rhodobacteraceae [meta_mOTU_v2_6126]
meta_mOTU_v2_6171,unknown Rhodobacteraceae [meta_mOTU_v2_6171]
meta_mOTU_v2_6268,unknown Rhodobacteraceae [meta_mOTU_v2_6268]
meta_mOTU_v2_6397,unknown Rhodobacteraceae [meta_mOTU_v2_6397]
meta_mOTU_v2_7127,unknown Rhodobacteraceae [meta_mOTU_v2_7127]
meta_mOTU_v2_7207,unknown Rhodobacteraceae [meta_mOTU_v2_7207]
meta_mOTU_v2_7213,unknown Rhodobacteraceae [meta_mOTU_v2_7213]
meta_mOTU_v2_7330,unknown Rhodobacteraceae [meta_mOTU_v2_7330]
meta_mOTU_v2_7422,unknown Rhodobacteraceae [meta_mOTU_v2_7422]
meta_mOTU_v2_7483,unknown Rhodobacteraceae [meta_mOTU_v2_7483]
